name,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bug
org.eclipse.jdt.internal.core.ClasspathValidation,6,1,3,3,1,0,1,0,51.0,2.0,8,1,0,0.0,2,18.0,11.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0,1
org.eclipse.jdt.internal.compiler.lookup.ProblemPackageBinding,0,3,0,0,1,0,1,159,6.0,2.0,30,1,0,0.0,1,2.0,2.0,17,4,0,4,79.0,32.0,4.64706,77.0,32.0,4.52941,2.0,5.0,0.117647,367.0,54.3436,0
org.eclipse.jdt.internal.core.search.JavaSearchDocument,4,3,1,3,15,1,3,2,51.0,6.0,19,1,1,0.0,5,20.0,14.0,20,2,0,7,147.0,40.0,7.35,112.0,29.0,5.6,35.0,14.0,1.75,236.0,15.5666,0
org.eclipse.jdt.core.dom.Statement,26,2,22,4,10,22,1,95,48.0,5.0,68,1,0,0.0,2,17.0,10.0,36,8,0,6,336.0,136.0,9.33333,236.0,136.0,6.55556,100.0,26.0,2.77778,333.143,50.3992,0
org.eclipse.jdt.internal.compiler.ast.Statement,35,2,27,8,55,19,0,380,99.0,11.0,27,0,0,0.0,11,38.0,21.0,59,8,0,7,611.0,103.0,10.3559,655.0,108.0,11.1017,-44.0,42.0,-0.745763,367.0,82.8071,0
org.eclipse.jdt.core.dom.ImportDeclaration,9,2,5,5,153,0,8,95,121.0,18.0,68,5,0,0.0,8,61.0,31.0,46,12,0,8,785.0,183.0,17.0652,377.0,183.0,8.19565,408.0,121.0,8.86956,333.143,85.287,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldReference,3,6,1,2,3,0,0,394,23.0,3.0,107,0,0,0.0,3,11.0,9.0,29,4,0,5,160.0,60.0,5.51724,145.0,60.0,5.0,15.0,8.0,0.517241,367.0,54.5152,0
org.eclipse.jdt.internal.core.PackageDeclaration,4,4,2,3,21,1,1,52,30.0,7.0,127,0,0,1.0,4,15.0,11.0,39,3,0,8,169.0,49.0,4.33333,151.0,49.0,3.87179,18.0,8.0,0.461538,367.0,68.6407,0
org.eclipse.jdt.core.dom.CompilationUnitResolver,29,2,2,28,120,0,5,28,282.0,16.0,25,1,3,4.0,7,106.0,60.0,155,33,0,12,3557.0,272.0,22.9484,2821.0,285.0,18.2,736.0,156.0,4.74839,333.143,123.398,0
org.eclipse.jdt.internal.core.TypeVector,5,1,2,3,55,0,5,0,78.0,11.0,8,0,0,4.0,11,24.0,23.0,25,4,0,4,259.0,106.0,10.36,270.0,109.0,10.8,-11.0,7.0,-0.44,367.0,36.6702,0
org.eclipse.jdt.internal.compiler.ast.FalseLiteral,2,6,0,2,21,0,1,384,38.0,7.0,79,0,0,0.0,7,14.0,11.0,24,5,0,4,160.0,67.0,6.66667,167.0,67.0,6.95833,-7.0,6.0,-0.291667,367.0,69.8107,0
org.eclipse.jdt.internal.core.SourceRefElementInfo,4,2,3,1,10,3,2,2,15.0,5.0,14,0,0,0.0,2,6.0,5.0,17,4,0,5,112.0,48.0,6.58824,120.0,48.0,7.05882,-8.0,4.0,-0.470588,367.0,51.7564,0
org.eclipse.jdt.internal.core.SourceFieldElementInfo,3,5,3,0,10,0,2,8,12.0,5.0,33,0,0,0.0,3,6.0,4.0,21,5,0,5,161.0,72.0,7.66667,178.0,72.0,8.47619,-17.0,5.0,-0.809524,367.0,58.4667,0
org.eclipse.jdt.internal.compiler.ast.ConditionalExpression,13,5,0,13,36,0,9,412,445.0,9.0,94,0,0,9.0,9,142.0,141.0,118,13,0,9,2331.0,412.0,19.7542,1959.0,412.0,16.6017,372.0,128.0,3.15254,367.0,80.3105,0
org.eclipse.jdt.internal.core.JarEntryFile,7,3,0,7,15,0,1,2,38.0,6.0,17,1,0,0.0,6,22.0,8.0,32,5,0,5,256.0,81.0,8.0,253.0,81.0,7.90625,3.0,22.0,0.09375,367.0,132.693,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnMemberAccess,4,6,1,3,3,0,1,394,38.0,3.0,107,0,0,1.0,3,16.0,14.0,32,5,0,5,183.0,57.0,5.71875,150.0,57.0,4.6875,33.0,19.0,1.03125,367.0,90.2795,0
org.eclipse.jdt.internal.core.util.ExceptionTableEntry,4,2,1,3,15,0,5,0,28.0,6.0,24,5,0,0.0,5,11.0,8.0,11,4,0,4,52.0,12.0,4.72727,40.0,9.0,3.63636,12.0,6.0,1.09091,322.714,29.8517,0
org.eclipse.jdt.internal.compiler.ast.FieldReference,20,5,2,18,231,4,10,384,547.0,22.0,85,0,0,7.0,22,197.0,168.0,150,14,0,9,3997.0,567.0,26.6467,3783.0,567.0,25.22,214.0,114.0,1.42667,367.0,141.094,1
org.eclipse.jdt.internal.core.CommitWorkingCopyOperation,13,2,1,13,10,0,0,18,141.0,5.0,62,0,0,0.0,2,66.0,31.0,73,5,0,7,777.0,178.0,10.6438,674.0,178.0,9.23288,103.0,41.0,1.41096,367.0,73.5067,0
org.eclipse.jdt.internal.compiler.parser.RecoveredField,7,2,1,7,55,1,8,4,186.0,11.0,33,0,0,8.0,11,36.0,56.0,47,6,0,7,515.0,168.0,10.9574,429.0,168.0,9.12766,86.0,60.0,1.82979,367.0,100.545,0
org.eclipse.jdt.internal.core.UserLibraryManager,11,1,5,9,21,0,2,0,128.0,7.0,8,1,1,0.0,6,59.0,20.0,22,6,0,4,506.0,120.0,23.0,625.0,208.0,28.4091,-119.0,12.0,-5.40909,217.0,133.701,0
org.eclipse.jdt.internal.core.SourceTypeElementInfo,17,5,11,6,276,0,10,9,193.0,24.0,42,0,0,0.0,20,54.0,56.0,48,6,0,7,1007.0,298.0,20.9792,963.0,298.0,20.0625,44.0,51.0,0.916667,367.0,87.8779,0
org.eclipse.jdt.internal.compiler.ast.JavadocAllocationExpression,13,5,1,12,10,1,5,392,142.0,5.0,93,0,0,5.0,4,65.0,49.0,46,7,0,9,293.0,35.0,6.36956,206.0,17.0,4.47826,87.0,35.0,1.8913,239.143,65.4832,0
org.eclipse.jdt.internal.compiler.classfmt.MethodInfo,13,2,6,8,435,2,12,3,392.0,30.0,30,2,5,0.0,18,133.0,112.0,68,16,0,8,1930.0,237.0,28.3824,1503.0,237.0,22.1029,427.0,134.0,6.27941,367.0,129.777,0
org.eclipse.jdt.core.JavaCore,58,1,25,40,2080,0,182,0,1058.0,65.0,0,2,11,0.0,54,413.0,217.0,709,69,0,15,38598.0,2955.0,54.4401,34292.0,2942.0,48.3667,4306.0,336.0,6.07334,367.0,100.595,1
org.eclipse.jdt.internal.core.util.CodeAttribute,13,3,1,12,66,0,14,1,1081.0,12.0,40,14,0,0.0,11,352.0,258.0,30,7,0,8,221.0,85.0,7.36667,211.0,67.0,7.03333,10.0,19.0,0.333333,322.714,90.1467,1
org.eclipse.jdt.internal.core.eval.GlobalVariableWrapper,2,1,1,1,6,0,1,0,17.0,4.0,11,0,0,1.0,3,10.0,5.0,14,4,0,4,101.0,50.0,7.21429,100.0,50.0,7.14286,1.0,5.0,0.0714286,367.0,52.8416,0
org.eclipse.jdt.internal.compiler.classfmt.ClassFileStruct,15,1,12,3,45,5,3,0,67.0,10.0,8,0,0,3.0,9,15.0,14.0,41,4,0,7,960.0,285.0,23.4146,1208.0,297.0,29.4634,-248.0,7.0,-6.04878,367.0,64.3007,0
org.eclipse.jdt.core.dom.TextElement,4,2,2,2,66,0,3,95,63.0,12.0,68,2,0,0.0,3,32.0,17.0,23,8,0,5,177.0,63.0,7.69565,41.0,7.0,1.78261,136.0,62.0,5.91304,229.714,15.9927,0
org.eclipse.jdt.internal.codeassist.select.SelectionJavadocParser,6,3,1,5,36,0,3,135,123.0,9.0,67,0,0,3.0,2,26.0,34.0,9,1,0,3,28.0,8.0,3.11111,19.0,6.0,2.11111,9.0,2.0,1.0,169.571,35.3418,0
org.eclipse.jdt.internal.core.BinaryField,14,7,3,13,91,1,0,69,81.0,14.0,229,0,0,0.0,11,59.0,23.0,45,11,0,7,337.0,78.0,7.48889,213.0,78.0,4.73333,124.0,35.0,2.75556,367.0,122.181,1
org.eclipse.jdt.internal.core.util.CommentRecorderParser,9,2,4,5,78,1,4,402,193.0,13.0,8,0,1,3.0,7,34.0,53.0,35,8,0,9,383.0,96.0,10.9429,300.0,68.0,8.57143,83.0,28.0,2.37143,228.143,27.0653,1
org.eclipse.jdt.core.dom.DocCommentParser,16,2,1,15,153,0,2,133,638.0,18.0,46,2,1,0.0,2,220.0,113.0,48,6,0,7,900.0,257.0,18.75,407.0,47.0,8.47917,493.0,223.0,10.2708,229.0,47.8178,1
org.eclipse.jdt.internal.compiler.ast.MemberValuePair,18,2,8,10,6,2,4,380,189.0,4.0,27,0,0,4.0,4,78.0,60.0,41,17,1,8,485.0,75.0,11.8293,120.0,43.0,2.92683,365.0,75.0,8.90244,222.714,71.7756,0
org.eclipse.jdt.internal.compiler.impl.Constant,47,1,34,13,528,9,1,151,1500.0,33.0,8,0,0,0.0,33,2062.0,898.0,46,9,0,5,5807.0,1581.0,126.239,6763.0,2499.0,147.022,-956.0,147.0,-20.7826,367.0,76.9932,0
org.eclipse.jdt.core.dom.MethodInvocation,6,3,2,5,171,0,10,95,137.0,19.0,73,6,0,0.0,9,72.0,38.0,46,15,0,8,830.0,189.0,18.0435,431.0,189.0,9.36956,399.0,91.0,8.67391,333.143,99.3661,0
org.eclipse.jdt.internal.core.util.StackMapTableAttribute,4,3,1,3,6,0,5,1,33.0,4.0,31,5,0,0.0,4,9.0,7.0,4,1,0,2,80.0,40.0,20.0,22.0,11.0,5.5,58.0,29.0,14.5,150.714,17.9286,0
org.eclipse.jdt.internal.core.PackageFragment,30,4,6,25,528,1,3,64,356.0,33.0,162,0,1,1.0,25,179.0,103.0,104,11,0,7,1487.0,369.0,14.2981,1299.0,369.0,12.4904,188.0,39.0,1.80769,367.0,86.1225,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedTypeReference,7,6,2,5,6,0,0,386,38.0,4.0,95,0,0,0.0,3,22.0,10.0,33,6,0,6,192.0,67.0,5.81818,180.0,67.0,5.45455,12.0,9.0,0.363636,367.0,72.7991,0
org.eclipse.jdt.internal.core.search.JavaSearchTypeNameMatch,5,2,3,2,28,0,2,0,35.0,8.0,16,2,0,0.0,8,16.0,15.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1429,0,0
org.eclipse.jdt.internal.core.search.indexing.IndexManager,46,2,15,38,741,0,11,47,644.0,39.0,32,6,9,5.0,28,285.0,172.0,198,13,0,9,3617.0,488.0,18.2677,3066.0,488.0,15.4848,551.0,100.0,2.78283,367.0,105.595,1
org.eclipse.jdt.internal.core.JarPackageFragment,12,5,1,11,78,0,0,67,127.0,13.0,194,0,2,0.0,7,77.0,27.0,51,7,0,6,633.0,170.0,12.4118,580.0,170.0,11.3725,53.0,48.0,1.03922,367.0,123.074,0
org.eclipse.jdt.internal.codeassist.impl.AssistImportDeclaration,2,5,2,0,1,0,1,54,7.0,2.0,143,1,0,0.0,2,3.0,2.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
org.eclipse.jdt.internal.compiler.ast.IntLiteral,6,6,0,6,28,1,3,385,110.0,8.0,79,0,0,1.0,8,25.0,35.0,31,7,0,6,334.0,147.0,10.7742,361.0,164.0,11.6452,-27.0,6.0,-0.870968,367.0,53.4363,0
org.eclipse.jdt.internal.compiler.parser.Parser,0,1,0,0,0,5,129,282,0.0,0.0,8,9,0,43.0,0,0.0,0.0,520,132,0,12,65571.0,7452.0,126.098,59724.0,7452.0,114.854,5847.0,2768.0,11.2442,367.0,96.248,1
org.eclipse.jdt.internal.core.builder.State,20,1,4,16,378,0,17,0,560.0,28.0,8,3,6,9.0,6,246.0,142.0,74,9,0,10,1263.0,547.0,17.0676,961.0,547.0,12.9865,302.0,46.0,4.08108,329.0,59.7003,1
org.eclipse.jdt.internal.eval.CodeSnippetEvaluator,9,2,0,9,21,0,3,19,144.0,7.0,15,0,2,2.0,0,49.0,20.0,40,4,0,8,441.0,204.0,11.025,440.0,204.0,11.0,1.0,10.0,0.025,367.0,50.6838,0
org.eclipse.jdt.core.dom.TypeDeclarationStatement,7,3,2,6,153,0,5,95,123.0,18.0,73,3,1,0.0,6,60.0,31.0,52,12,0,9,741.0,156.0,14.25,356.0,156.0,6.84615,385.0,94.0,7.40385,333.143,96.2851,0
org.eclipse.jdt.internal.compiler.batch.ClasspathJar,10,2,1,9,45,1,5,18,155.0,10.0,18,0,0,0.0,10,77.0,37.0,57,13,0,6,854.0,168.0,14.9825,614.0,100.0,10.7719,240.0,167.0,4.21053,367.0,138.317,1
org.eclipse.jdt.internal.core.search.matching.JavaSearchNameEnvironment,17,1,1,16,15,0,2,12,140.0,6.0,11,0,2,2.0,4,55.0,31.0,32,7,0,7,237.0,33.0,7.40625,190.0,41.0,5.9375,47.0,28.0,1.46875,291.0,81.135,0
org.eclipse.jdt.internal.eval.InstallException,0,1,0,0,0,0,1,0,3.0,1.0,22,1,0,0.0,1,1.0,1.0,18,4,0,4,93.0,33.0,5.16667,85.0,33.0,4.72222,8.0,9.0,0.444444,367.0,55.9708,0
org.eclipse.jdt.internal.core.search.HierarchyScope,19,2,1,18,55,0,10,17,240.0,11.0,19,6,3,2.0,6,109.0,48.0,56,7,0,7,1082.0,225.0,19.3214,889.0,225.0,15.875,193.0,109.0,3.44643,367.0,50.3331,0
org.eclipse.jdt.core.search.TypeNameMatch,5,1,1,4,28,1,0,0,23.0,8.0,8,0,0,0.0,8,25.0,7.0,10,0,0,2,223.0,73.0,22.3,254.0,97.0,25.4,-31.0,29.0,-3.1,89.0,2.20756,0
org.eclipse.jdt.internal.core.SearchableEnvironmentRequestor,11,2,1,10,6,0,5,12,44.0,4.0,31,0,0,0.0,4,27.0,12.0,25,3,0,7,244.0,83.0,9.76,216.0,83.0,8.64,28.0,38.0,1.12,367.0,96.5269,0
org.eclipse.jdt.internal.compiler.batch.CompilationUnit,6,2,2,4,15,1,5,1,50.0,6.0,12,0,0,5.0,6,18.0,12.0,39,6,0,5,302.0,73.0,7.74359,312.0,73.0,8.0,-10.0,13.0,-0.25641,367.0,61.6485,0
org.eclipse.jdt.internal.core.dom.NaiveASTFlattener,7,2,1,7,55,0,3,0,48.0,11.0,13,2,5,0.0,4,31.0,15.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1429,0,0
org.eclipse.jdt.internal.compiler.lookup.MethodVerifier15,13,2,1,13,351,0,0,4,747.0,27.0,44,0,0,0.0,2,249.0,291.0,106,5,0,7,2472.0,179.0,23.3208,1233.0,137.0,11.6321,1239.0,123.0,11.6887,204.714,78.6175,1
org.eclipse.jdt.internal.compiler.parser.RecoveryScannerData,2,1,2,0,1,0,13,0,42.0,2.0,8,0,0,13.0,2,2.0,10.0,2,0,0,1,11.0,11.0,5.5,3.0,3.0,1.5,8.0,8.0,4.0,126.0,0.142857,0
org.eclipse.jdt.internal.core.search.matching.InternalSearchPattern,10,1,3,7,10,1,3,0,64.0,5.0,8,0,0,3.0,0,39.0,18.0,17,2,0,7,99.0,22.0,5.82353,62.0,14.0,3.64706,37.0,14.0,2.17647,217.0,62.5815,1
org.eclipse.jdt.internal.formatter.DefaultCodeFormatter,12,2,2,10,153,0,10,9,370.0,18.0,10,8,13,2.0,5,110.0,75.0,88,29,0,10,1783.0,180.0,20.2614,1339.0,161.0,15.2159,444.0,160.0,5.04545,261.571,109.425,0
org.eclipse.jdt.core.dom.MemberValuePair,5,2,1,5,105,0,5,95,109.0,15.0,68,3,0,0.0,6,56.0,28.0,32,6,0,6,643.0,183.0,20.0938,92.0,12.0,2.875,551.0,183.0,17.2187,226.0,5.70384,0
org.eclipse.jdt.internal.codeassist.complete.CompletionOnImportReference,2,3,1,1,1,0,0,387,12.0,2.0,32,0,0,0.0,2,7.0,4.0,26,4,0,4,136.0,55.0,5.23077,136.0,55.0,5.23077,0.0,6.0,0.0,367.0,48.9181,0
org.eclipse.jdt.internal.core.UserLibrary,20,1,2,18,28,0,10,0,141.0,8.0,8,10,0,0.0,8,78.0,33.0,25,6,0,5,153.0,36.0,6.12,71.0,13.0,2.84,82.0,23.0,3.28,217.0,64.2838,0
org.eclipse.jdt.internal.compiler.ast.BinaryExpression,17,5,4,13,253,4,3,412,1782.0,23.0,94,0,0,3.0,22,498.0,418.0,81,8,0,9,7934.0,1737.0,97.9506,7679.0,1737.0,94.8025,255.0,339.0,3.14815,367.0,118.127,0
org.eclipse.jdt.internal.core.builder.ClasspathLocation,6,1,4,2,45,3,0,0,18.0,10.0,8,0,0,0.0,8,13.0,6.0,26,5,0,9,130.0,37.0,5.0,96.0,37.0,3.69231,34.0,14.0,1.30769,329.0,71.4352,0
org.eclipse.jdt.internal.core.ResolvedSourceType,4,7,3,2,15,1,1,69,26.0,6.0,298,1,0,0.0,5,12.0,7.0,11,3,0,4,34.0,7.0,3.09091,24.0,5.0,2.18182,10.0,6.0,0.909091,175.0,34.1513,0
org.eclipse.jdt.internal.core.DiscardWorkingCopyOperation,8,2,1,8,6,0,0,18,41.0,4.0,62,0,0,0.0,2,29.0,8.0,13,2,0,4,52.0,18.0,4.0,56.0,31.0,4.30769,-4.0,12.0,-0.307692,261.571,48.4698,0
org.eclipse.jdt.core.dom.ChildPropertyDescriptor,6,2,4,2,6,0,3,0,18.0,4.0,15,2,0,1.0,3,6.0,6.0,9,5,0,4,12.0,4.0,1.33333,11.0,4.0,1.22222,1.0,1.0,0.111111,224.857,76.9405,0
org.eclipse.jdt.internal.codeassist.impl.AssistOptions,5,1,2,3,3,0,32,0,155.0,3.0,8,0,1,15.0,2,59.0,52.0,36,5,0,6,670.0,83.0,18.6111,337.0,71.0,9.36111,333.0,82.0,9.25,354.571,80.5139,0
org.eclipse.jdt.internal.compiler.lookup.WildcardBinding,15,4,8,10,351,0,10,49,533.0,27.0,148,0,0,10.0,25,143.0,150.0,99,5,0,8,1946.0,315.0,19.6566,856.0,116.0,8.64646,1090.0,315.0,11.0101,220.714,49.8048,1
org.eclipse.jdt.internal.compiler.ast.ArrayAllocationExpression,8,4,1,7,15,0,3,384,142.0,6.0,69,0,0,3.0,6,44.0,38.0,55,8,0,7,671.0,184.0,12.2,668.0,184.0,12.1455,3.0,22.0,0.0545455,367.0,69.3709,0
org.eclipse.jdt.internal.core.search.matching.SecondaryTypeDeclarationPattern,2,5,0,2,6,0,1,69,13.0,4.0,54,1,0,0.0,2,8.0,4.0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.571,0,1
org.eclipse.jdt.core.dom.EnhancedForStatement,7,3,1,7,120,0,7,95,141.0,16.0,73,4,0,0.0,7,70.0,35.0,35,8,0,6,957.0,285.0,27.3429,276.0,86.0,7.88571,681.0,285.0,19.4571,239.571,12.1797,0
org.eclipse.jdt.internal.core.JavaElementRequestor,1,1,1,0,120,1,12,0,105.0,16.0,15,0,0,0.0,16,40.0,27.0,17,4,0,5,478.0,226.0,28.1176,487.0,226.0,28.6471,-9.0,9.0,-0.529412,367.0,41.4441,0
org.eclipse.jdt.internal.compiler.lookup.Scope,144,1,131,30,2850,3,13,249,2877.0,76.0,8,0,4,2.0,60,836.0,972.0,450,12,0,12,25117.0,1261.0,55.8156,21204.0,1261.0,47.12,3913.0,429.0,8.69556,367.0,96.5124,1
org.eclipse.jdt.core.dom.BindingComparator,1,1,1,0,0,0,0,0,3.0,1.0,8,0,0,0.0,0,3.0,1.0,31,19,0,6,515.0,95.0,16.6129,374.0,92.0,12.0645,141.0,41.0,4.54839,193.0,33.0488,0
org.eclipse.jdt.internal.formatter.AbortFormatting,2,1,1,1,0,0,2,0,4.0,1.0,23,1,0,1.0,1,2.0,1.0,8,1,0,4,13.0,6.0,1.625,10.0,6.0,1.25,3.0,2.0,0.375,264.857,70.2308,0
org.eclipse.jdt.internal.core.util.ResourceCompilationUnit,2,3,0,2,1,0,1,6,15.0,2.0,18,1,0,0.0,2,6.0,4.0,9,1,0,3,17.0,10.0,1.88889,15.0,5.0,1.66667,2.0,5.0,0.222222,131.857,15.4958,0
org.eclipse.jdt.internal.core.CompilationUnitProblemFinder,7,2,1,6,21,0,0,28,57.0,7.0,25,0,0,0.0,3,17.0,8.0,74,7,0,9,423.0,44.0,5.71622,352.0,50.0,4.75676,71.0,17.0,0.959459,325.0,119.241,0
org.eclipse.jdt.internal.compiler.ast.PostfixExpression,3,6,0,3,15,0,0,415,39.0,6.0,93,0,0,0.0,6,16.0,10.0,36,4,0,4,374.0,76.0,10.3889,376.0,76.0,10.4444,-2.0,13.0,-0.0555556,367.0,70.9236,0
org.eclipse.jdt.internal.compiler.problem.ProblemReporter,156,2,129,36,81003,1,5,4,6571.0,403.0,13,4,16,1.0,387,2603.0,1033.0,479,70,2,12,22297.0,2482.0,46.5491,16639.0,2576.0,34.737,5658.0,459.0,11.8121,367.0,129.576,1
org.eclipse.jdt.internal.codeassist.complete.CompletionOnKeyword1,1,6,1,0,21,0,2,385,23.0,7.0,98,1,0,1.0,6,12.0,7.0,12,4,0,7,26.0,5.0,2.16667,15.0,4.0,1.25,11.0,5.0,0.916667,282.0,90.3571,0
org.eclipse.jdt.internal.compiler.lookup.ClassScope,34,2,17,25,325,0,2,262,1091.0,26.0,80,0,13,2.0,6,362.0,310.0,239,14,0,12,13423.0,873.0,56.1632,12995.0,896.0,54.3724,428.0,103.0,1.79079,367.0,54.9122,1
org.eclipse.jdt.internal.core.search.PathCollector,3,2,3,0,3,0,1,0,12.0,3.0,10,0,0,1.0,3,8.0,3.0,21,5,0,6,344.0,131.0,16.381,560.0,154.0,26.6667,-216.0,9.0,-10.2857,367.0,52.1578,0
org.eclipse.jdt.internal.compiler.ast.BranchStatement,2,3,0,2,3,3,4,380,39.0,3.0,38,0,0,4.0,3,13.0,9.0,35,9,0,6,253.0,66.0,7.22857,236.0,66.0,6.74286,17.0,9.0,0.485714,367.0,99.738,0
org.eclipse.jdt.internal.codeassist.complete.CompletionJavadoc,9,3,1,8,21,0,1,388,222.0,7.0,33,0,3,1.0,4,47.0,74.0,6,2,0,3,39.0,36.0,6.5,37.0,34.0,6.16667,2.0,2.0,0.333333,140.143,15.2344,0
org.eclipse.jdt.internal.formatter.Scribe,27,1,5,23,3160,0,39,35,3184.0,80.0,8,19,39,20.0,32,752.0,764.0,172,70,0,8,6871.0,959.0,39.9477,3179.0,425.0,18.4826,3692.0,836.0,21.4651,264.857,166.729,1
org.eclipse.jdt.internal.core.MemberElementInfo,8,3,8,0,15,3,3,4,18.0,6.0,19,0,0,0.0,3,6.0,6.0,22,4,0,6,282.0,92.0,12.8182,305.0,92.0,13.8636,-23.0,4.0,-1.04545,367.0,48.0942,0
org.eclipse.jdt.internal.codeassist.impl.AssistPackageDeclaration,3,5,2,1,3,0,1,53,10.0,3.0,134,1,0,0.0,3,5.0,3.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0,0
org.eclipse.jdt.core.search.SearchParticipant,7,1,4,4,45,1,0,0,30.0,10.0,8,0,0,0.0,9,20.0,8.0,39,4,0,9,544.0,138.0,13.9487,270.0,59.0,6.92308,274.0,89.0,7.02564,236.0,29.5176,0
org.eclipse.jdt.internal.compiler.problem.AbortType,4,3,4,0,0,1,1,6,3.0,1.0,26,1,0,0.0,1,1.0,1.0,18,3,0,5,64.0,25.0,3.55556,51.0,25.0,2.83333,13.0,6.0,0.722222,367.0,93.6473,0
org.eclipse.jdt.internal.compiler.parser.RecoveredAnnotation,16,2,7,9,78,0,10,4,184.0,13.0,33,4,0,3.0,13,36.0,39.0,2,0,0,1,58.0,58.0,29.0,16.0,16.0,8.0,42.0,42.0,21.0,20.5714,14.7143,0
org.eclipse.jdt.internal.core.util.LocalVariableTableEntry,4,2,1,3,28,0,7,0,38.0,8.0,26,7,0,0.0,8,15.0,10.0,9,4,0,3,28.0,9.0,3.11111,29.0,10.0,3.22222,-1.0,0.0,-0.111111,322.714,52.8061,0
org.eclipse.jdt.internal.compiler.codegen.LongCache,2,1,1,1,36,0,4,0,94.0,9.0,8,0,1,4.0,8,24.0,36.0,31,3,0,6,637.0,155.0,20.5484,629.0,155.0,20.2903,8.0,9.0,0.258065,367.0,74.9388,0
org.eclipse.jdt.internal.core.search.matching.MatchingNodeSet,20,1,13,7,36,0,8,0,149.0,9.0,8,2,0,6.0,6,54.0,37.0,46,5,0,7,480.0,224.0,10.4348,826.0,320.0,17.9565,-346.0,16.0,-7.52174,279.571,48.9,0
org.eclipse.jdt.internal.core.search.indexing.SourceIndexerRequestor,8,1,1,7,465,0,5,39,235.0,31.0,30,0,5,5.0,26,82.0,67.0,63,5,0,9,926.0,258.0,14.6984,829.0,302.0,13.1587,97.0,35.0,1.53968,367.0,97.8383,0
org.eclipse.jdt.internal.compiler.ast.QualifiedNameReference,24,6,2,22,435,3,10,387,986.0,30.0,94,0,0,10.0,25,334.0,331.0,171,14,0,10,6363.0,924.0,37.2105,5607.0,935.0,32.7895,756.0,156.0,4.42105,367.0,124.878,1
org.eclipse.jdt.internal.compiler.classfmt.InnerClassInfo,3,2,1,2,21,0,10,3,72.0,7.0,21,7,0,3.0,6,32.0,17.0,30,4,0,5,328.0,143.0,10.9333,321.0,143.0,10.7,7.0,15.0,0.233333,367.0,39.4787,0
org.eclipse.jdt.internal.codeassist.select.SelectionOnParameterizedQualifiedTypeReference,5,8,1,4,3,0,0,388,43.0,3.0,109,0,0,0.0,3,15.0,7.0,15,4,0,5,203.0,74.0,13.5333,53.0,19.0,3.53333,150.0,74.0,10.0,207.143,10.4215,0
org.eclipse.jdt.internal.core.search.matching.LocalVariablePattern,12,5,1,11,3,0,1,67,43.0,3.0,47,0,0,1.0,2,25.0,11.0,34,2,0,7,243.0,47.0,7.14706,245.0,51.0,7.20588,-2.0,19.0,-0.0588235,243.0,26.6238,0
org.eclipse.jdt.internal.compiler.codegen.CodeStream,86,1,68,25,46665,1,42,0,6017.0,306.0,8,0,4,34.0,290,1603.0,1542.0,217,57,0,9,26252.0,5690.0,120.977,25827.0,5690.0,119.018,425.0,328.0,1.95853,367.0,93.3903,1
org.eclipse.jdt.core.dom.StringLiteral,6,3,1,5,105,0,3,95,166.0,15.0,73,2,0,0.0,5,76.0,41.0,51,13,0,8,765.0,349.0,15.0,572.0,349.0,11.2157,193.0,61.0,3.78431,333.143,44.4293,1
org.eclipse.jdt.internal.core.MovePackageFragmentRootOperation,14,3,1,13,21,0,0,22,231.0,7.0,68,0,1,0.0,1,74.0,53.0,21,4,0,5,293.0,73.0,13.9524,151.0,38.0,7.19048,142.0,46.0,6.7619,281.143,34.8649,0
org.eclipse.jdt.internal.compiler.codegen.StackMapFrameCodeStream,15,2,3,12,666,0,6,42,395.0,37.0,310,1,2,5.0,32,170.0,92.0,29,20,0,3,2876.0,1767.0,99.1724,4032.0,2292.0,139.034,-1156.0,428.0,-39.8621,126.571,59.8261,1
